trans_id,amount,balance,account,type,operation,characterization,bank,year,month,day,sex,first_name,last_name,phone,email,address,district_name,region,no_of_inhabitants,no_of_cities,ratio_of_urban_inhabitants,average_salary,amount_mean,amount_std,etiqueta_fraude
83263,3007.0,24800.6,59425073.0,PRIJEM,PREVOD Z UCTU,N/C,YZ,1995,December,250,Male,Sara,Stone,236-061-6362,sara.stone@gmail.com,953 Van Dyke Street,Most,north Bohemia,119895,4,89.9,10446,7131.821874,10057.39228,0
144355,1300.0,29478.0,,VYDAJ,VYBER,N/C,N/B,1996,December,363,Male,Kyler,Chambers,212-908-9336,kyler.chambers115@yahoo.com,90 Hilldale Ave.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
1046753,21946.0,55250.2,,PRIJEM,VKLAD,N/C,N/B,1994,December,163,Male,Paisley,Morrison,652-892-5359,paisley.morrison@gmail.com,927 El Dorado Road,Hradec Kralove,east Bohemia,161854,6,76.3,9425,7131.821874,10057.39228,1
157440,9400.0,19304.8,,VYDAJ,VYBER,N/C,N/B,1998,December,307,Male,Johnathan,Vaughn,814-030-6360,johnathan.vaughn@outlook.com,4 Williams Court,Bruntal,north Moravia,106054,6,63.1,8110,7131.821874,10057.39228,0
928977,22337.0,44038.8,,VYBER,VYBER,N/C,N/B,1995,December,244,Male,Kymani,Wilkerson,617-256-7021,kymani.wilkerson@outlook.com,6 Hamilton Circle,Kromeriz,south Moravia,108871,6,62.1,8444,7131.821874,10057.39228,1
168372,9368.0,32064.3,,PRIJEM,VKLAD,N/C,N/B,1994,December,192,Male,Gideon,Bush,313-495-3839,gideon.bush4@gmail.com,18 West Bank St.,Karvina,north Moravia,285387,7,89.9,10177,7131.821874,10057.39228,0
21221,4500.0,29568.0,,VYDAJ,VYBER,N/C,N/B,1995,December,319,Male,Skylar,Stewart,963-716-6263,skylar.ramirez@gmail.com,874 Riverside Drive,Mlada Boleslav,central Bohemia,112065,8,69.4,11277,7131.821874,10057.39228,0
106870,22609.0,114945.4,,PRIJEM,VKLAD,N/C,N/B,1997,December,258,Male,Derek,Greene,212-826-4119,derek.greene@gmail.com,762 West Campfire Road,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
1153956,24200.0,48515.3,,VYDAJ,VYBER,N/C,N/B,1996,December,173,Female,Jennifer,Salazar,914-424-2496,jennifer.salazar@gmail.com,12 North Saxon Lane,Sumperk,north Moravia,127369,7,51.2,8369,7131.821874,10057.39228,1
505601,31840.0,19150.7,,VYDAJ,VYBER,N/C,N/B,1993,December,172,Male,Marshawn,Esparza,508-474-7618,marshawn.delaney9@gmail.com,45 Armstrong St.,Rychnov nad Kneznou,east Bohemia,78955,9,59.0,9060,7131.821874,10057.39228,1
157009,29206.0,60346.0,,PRIJEM,VKLAD,N/C,N/B,1997,December,181,Female,Miriam,Alvarado,437-794-7824,miriam.alvarado@hotmail.com,922 East Wrangler St.,Karvina,north Moravia,285387,7,89.9,10177,7131.821874,10057.39228,1
628907,18500.0,30020.5,,VYDAJ,VYBER,N/C,N/B,1998,December,340,Male,Ambrose,Peterson,373-219-7618,ambrose.peterson@gmail.com,61 Bank St.,Tachov,west Bohemia,51313,4,59.2,8930,7131.821874,10057.39228,1
164250,1067.0,41705.8,83005940.0,VYDAJ,PREVOD NA UCET,SIPO,OP,1997,December,254,Male,Dante,Graves,303-514-8726,dante.ren.graves@gmail.com,69 Old York Dr.,Kolin,central Bohemia,95616,6,51.4,9307,7131.821874,10057.39228,0
48752,3116.0,24601.5,86180990.0,VYDAJ,PREVOD NA UCET,SIPO,UV,1996,December,104,Male,Sawyer,Ramos,319-313-6181,sawyer.ramos@gmail.com,2 Iroquois St.,Sokolov,west Bohemia,94812,10,81.8,9650,7131.821874,10057.39228,0
70000,5810.0,22419.9,60454291.0,PRIJEM,PREVOD Z UCTU,DUCHOD,MN,1994,December,256,Male,Lyla,Vasquez,532-274-1237,lyla.henry@gmail.com,9510 East Smith Drive,Opava,north Moravia,182027,7,56.4,8746,7131.821874,10057.39228,0
863752,24900.0,116587.0,,VYDAJ,VYBER,N/C,N/B,1996,December,340,Female,Cameron,Toth,176-284-8027,cameron.kayley.toth@gmail.com,64 E. Rockville Ave.,Brno - mesto,south Moravia,387570,1,100.0,9897,7131.821874,10057.39228,1
56305,7426.0,21726.8,26629168.0,VYDAJ,PREVOD NA UCET,SIPO,AB,1993,December,313,Female,Maria,Kim,508-302-4173,maria.kim@gmail.com,7475 Washington Dr.,Rychnov nad Kneznou,east Bohemia,78955,9,59.0,9060,7131.821874,10057.39228,0
1161760,22218.0,44714.6,,PRIJEM,VKLAD,N/C,N/B,1998,December,287,Female,Lena,Chen,617-018-7120,lena.chen@outlook.com,412 Kirkland Street,Kromeriz,south Moravia,108871,6,62.1,8444,7131.821874,10057.39228,1
1030876,50800.0,49797.1,,VYDAJ,VYBER,N/C,N/B,1996,December,198,Male,Pierre,Tran,304-206-5762,pierre.blanchard@gmail.com,979 Bay Street,Chrudim,east Bohemia,105606,7,53.0,8254,7131.821874,10057.39228,1
900602,23156.0,67258.2,,PRIJEM,VKLAD,N/C,N/B,1994,June,11,Male,Franco,Heath,322-277-9240,franco.xzavier.heath@gmail.com,28 East Evergreen Ave.,Klatovy,west Bohemia,88757,10,61.7,8554,7131.821874,10057.39228,1
69079,1527.0,38498.1,95935326.0,VYDAJ,PREVOD NA UCET, ,AB,1997,December,255,Male,Lilly,Tucker,212-859-0987,lilly.tucker@gmail.com,7127 Selby St.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
1127029,20210.0,47844.7,,PRIJEM,VKLAD,N/C,N/B,1994,December,257,Male,Lev,Odell,296-029-2085,lev.odell@yahoo.com,9752 S. Lyme Ave.,Decin,north Bohemia,133777,11,84.7,8705,7131.821874,10057.39228,1
158184,3344.0,25719.7,85919022.0,VYDAJ,PREVOD NA UCET,SIPO,MN,1998,December,280,Female,Danielle,Wade,288-813-6464,danielle.wade@outlook.com,945 N. La Sierra Street,Most,north Bohemia,119895,4,89.9,10446,7131.821874,10057.39228,0
126033,5893.0,25678.4,,PRIJEM,VKLAD,N/C,N/B,1995,December,43,Male,Damien,Schneider,617-197-2688,damien.schneider@gmail.com,163 La Sierra St.,Nymburk,central Bohemia,81344,6,55.3,8899,7131.821874,10057.39228,0
262243,27900.0,51817.1,,VYDAJ,VYBER,N/C,N/B,1994,December,231,Female,Ryan,Kramer,955-650-7130,ryan.kramer@outlook.com,552 Union Ave.,Brno - mesto,south Moravia,387570,1,100.0,9897,7131.821874,10057.39228,1
146248,25000.0,15366.5,,VYDAJ,VYBER,N/C,N/B,1998,December,171,Female,Journey,Brewer,508-421-7456,journey.brewer@gmail.com,8188 SE. Selby Lane,Trebic,south Moravia,117897,6,53.8,8814,7131.821874,10057.39228,1
73178,3067.0,78213.3,73269855.0,VYDAJ,PREVOD NA UCET,SIPO,GH,1996,December,196,Male,Bryson,Gordon,508-667-3149,bryson.gordon@gmail.com,213 N. Liberty Lane,Jihlava,south Moravia,109164,4,63.6,8757,7131.821874,10057.39228,0
11795,14.6,27266.1,,VYDAJ,VYBER,SLUZBY,N/B,1994,December,365,Male,Gabriel,Nelson,914-406-1227,gabriel.jahlil.nelson@gmail.com,8953 Jones Street,Sumperk,north Moravia,127369,7,51.2,8369,7131.821874,10057.39228,0
548887,21433.0,70556.8,,PRIJEM,VKLAD,N/C,N/B,1995,December,69,Male,Rome,Dale,910-018-0049,rome.dale4@gmail.com,9338 Nicolls St.,Praha - vychod,central Bohemia,92084,5,46.7,10124,7131.821874,10057.39228,1
707730,41995.0,139345.7,,PRIJEM,VKLAD,N/C,N/B,1996,December,360,Male,Blair,Munoz,212-168-3215,blair.munoz@gmail.com,667 Oxford Court,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
78221,3360.0,35523.0,,VYDAJ,VYBER,N/C,N/B,1996,December,342,Male,Nicole,Wagner,955-233-2808,nicole.wagner@gmail.com,863 Hillcrest Street,Karlovy Vary,west Bohemia,122603,8,80.0,8991,7131.821874,10057.39228,0
122015,5400.0,31058.1,,VYDAJ,VYBER,N/C,N/B,1997,December,277,Male,Rylan,Welch,212-435-6251,rylan.welch@outlook.com,815 Birchpond Avenue,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,0
1244560,30411.0,92737.5,,PRIJEM,VKLAD,N/C,N/B,1996,December,77,Male,Lamont,John,413-540-2296,lamont.john@gmail.com,7614 South Liberty Dr.,Trutnov,east Bohemia,121947,11,70.5,8541,7131.821874,10057.39228,1
81791,20398.0,42399.0,,PRIJEM,VKLAD,N/C,N/B,1994,December,42,Male,Antonio,Moreno,212-751-9624,antonio.jaysen.moreno6@gmail.com,7745 Roosevelt Court,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
264773,18625.0,74884.4,,PRIJEM,VKLAD,N/C,N/B,1998,December,44,Male,Trey,Skinner,212-302-2961,trey.skinner@outlook.com,986 Lookout Road,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
226404,20016.0,58544.6,,PRIJEM,VKLAD,N/C,N/B,1996,December,127,Male,Kasen,Francis,917-143-3212,kasen.flynn@gmail.com,672 Theatre Ave.,Domazlice,west Bohemia,58400,6,52.4,8620,7131.821874,10057.39228,1
94757,6550.0,24832.9,4537106.0,VYDAJ,PREVOD NA UCET,SIPO,ST,1996,December,127,Male,Karter,Peters,934-532-0080,karter.carroll@gmail.com,9010 Sunset Street,Ostrava - mesto,north Moravia,323870,1,100.0,10673,7131.821874,10057.39228,0
999055,20059.5,64790.5,,PRIJEM,VKLAD,N/C,N/B,1997,December,347,Female,Nora,Harrison,297-691-6625,nora.harrison@gmail.com,8374 North Atlantic Court,Prachatice,south Bohemia,51428,4,52.7,8402,7131.821874,10057.39228,1
110481,3500.0,16949.3,,VYDAJ,VYBER,N/C,N/B,1997,December,46,Male,Lorenzo,Obrien,383-652-9655,lorenzo.obrien6@gmail.com,16 Marsh St.,Bruntal,north Moravia,106054,6,63.1,8110,7131.821874,10057.39228,0
5834,200.0,51899.1,,PRIJEM,VKLAD,N/C,N/B,1997,December,181,Female,Avery,Moore,996-691-7268,avery.moore@hotmail.com,327 Golf St.,Sokolov,west Bohemia,94812,10,81.8,9650,7131.821874,10057.39228,0
41048,4451.0,66086.3,,PRIJEM,VKLAD,N/C,N/B,1998,December,100,Male,Adam,Powell,617-771-2656,adam.braxten.powell@gmail.com,217 Iroquois St.,Znojmo,south Moravia,114200,4,43.7,8403,7131.821874,10057.39228,0
266311,31768.0,49736.2,,PRIJEM,VKLAD,N/C,N/B,1996,December,287,Female,Melany,Norton,781-066-1283,melany.norton@hotmail.com,350 Greenrose Drive,Prostejov,south Moravia,110643,4,51.9,8441,7131.821874,10057.39228,1
101317,1300.0,56830.6,,VYDAJ,VYBER,N/C,N/B,1998,December,118,Male,Paul,Chapman,978-912-7413,paul.chapman7@outlook.com,286 Dunbar Street,Jesenik,north Moravia,42821,3,48.4,8173,7131.821874,10057.39228,0
713829,23687.0,24787.0,,PRIJEM,VKLAD,N/C,N/B,1998,June,14,Female,Grace,Tovar,504-629-5371,grace.tovar@outlook.com,261 Tower Street,Prachatice,south Bohemia,51428,4,52.7,8402,7131.821874,10057.39228,1
105507,14.6,16894.3,,VYDAJ,VYBER,SLUZBY,N/B,1997,December,273,Female,Tessa,Lane,466-525-7248,tessa.lane4@gmail.com,468 Cypress Street,Praha - zapad,central Bohemia,75637,7,36.5,9622,7131.821874,10057.39228,0
210680,19652.0,53931.8,,PRIJEM,VKLAD,N/C,N/B,1996,December,288,Female,Megan,Dennis,325-609-5196,megan.dennis@outlook.com,4 Oxford Road,Pardubice,east Bohemia,162580,6,72.8,9538,7131.821874,10057.39228,1
106390,292.0,24754.3,91743081.0,VYDAJ,PREVOD NA UCET, ,ST,1993,December,343,Female,Ana,Carpenter,954-455-9367,ana.destiny.carpenter@gmail.com,17 Ocean St.,Cesky Krumlov,south Bohemia,58796,5,51.9,9045,7131.821874,10057.39228,0
114747,1000.0,24132.4,,VYDAJ,VYBER,N/C,N/B,1996,June,11,Female,Kate,Watkins,617-307-7001,kate.watkins@gmail.com,34 Mulberry Dr.,Kromeriz,south Moravia,108871,6,62.1,8444,7131.821874,10057.39228,0
649346,27000.0,66040.8,,VYDAJ,VYBER,N/C,N/B,1998,June,15,Female,Calli,Hutchins,781-935-6570,calli.hutchins@gmail.com,730 Railroad Lane,Prostejov,south Moravia,110643,4,51.9,8441,7131.821874,10057.39228,1
180058,14.6,27624.8,,VYDAJ,VYBER,SLUZBY,N/B,1997,December,365,Male,Beckham,Lyons,354-735-8175,beckham.acosta5@hotmail.com,875 Littleton Dr.,Vyskov,south Moravia,86513,5,50.5,8288,7131.821874,10057.39228,0
124847,17366.0,74943.5,,PRIJEM,VKLAD,N/C,N/B,1998,December,163,Male,Zander,Fowler,585-038-7241,zander.cartier.fowler@gmail.com,8360 Deerfield Road,Prerov,north Moravia,138032,5,64.6,8819,7131.821874,10057.39228,1
556301,36003.0,46143.2,,PRIJEM,VKLAD,N/C,N/B,1998,December,314,Male,Pharaoh,Pate,508-292-5219,pharaoh.pate@gmail.com,9106 N. Plymouth Street,Rychnov nad Kneznou,east Bohemia,78955,9,59.0,9060,7131.821874,10057.39228,1
46673,2640.0,24112.9,,VYDAJ,VYBER,N/C,N/B,1998,December,272,Male,Ayden,Jordan,508-355-1545,ayden.jordan@outlook.com,41 Hill Field Lane,Jihlava,south Moravia,109164,4,63.6,8757,7131.821874,10057.39228,0
110356,14518.5,31629.0,,PRIJEM,VKLAD,N/C,N/B,1997,December,157,Male,Lorenzo,Obrien,383-652-9655,lorenzo.obrien6@gmail.com,16 Marsh St.,Bruntal,north Moravia,106054,6,63.1,8110,7131.821874,10057.39228,0
135646,5280.0,18830.7,,VYDAJ,VYBER,N/C,N/B,1998,December,179,Male,Garrett,Guerrero,356-838-8356,garrett.guerrero@gmail.com,8444 N. Airport Ave.,Brno - mesto,south Moravia,387570,1,100.0,9897,7131.821874,10057.39228,0
373855,30727.5,66001.4,,PRIJEM,VKLAD,N/C,N/B,1995,December,340,Female,Collins,Roach,720-631-8631,collins.roach@gmail.com,393 Jefferson St.,Litomerice,north Bohemia,114006,9,62.3,9065,7131.821874,10057.39228,1
123990,44212.0,130050.2,,PRIJEM,VKLAD,N/C,N/B,1997,December,130,Male,Stephen,Fields,957-435-1122,stephen.fields@gmail.com,8752 Carriage St.,Opava,north Moravia,182027,7,56.4,8746,7131.821874,10057.39228,1
83146,14.6,62488.9,,VYDAJ,VYBER,SLUZBY,N/B,1997,December,151,Female,Valeria,Holmes,939-272-5637,valeria.holmes8@yahoo.com,8121 Tanglewood Dr.,Opava,north Moravia,182027,7,56.4,8746,7131.821874,10057.39228,0
1270827,43772.0,145585.8,,PRIJEM,VKLAD,N/C,N/B,1996,December,124,Male,Faris,Knowles,160-960-2425,faris.knowles@hotmail.com,716 Old York St.,Klatovy,west Bohemia,88757,10,61.7,8554,7131.821874,10057.39228,1
871424,30700.0,53611.8,,VYDAJ,VYBER,N/C,N/B,1995,December,336,Male,Vincenzo,Gallegos,518-802-3577,vincenzo.gallegos@gmail.com,358 Rocky River Rd.,Cesky Krumlov,south Bohemia,58796,5,51.9,9045,7131.821874,10057.39228,1
52317,1350.0,13651.1,,VYDAJ,VYBER,N/C,N/B,1997,December,218,Male,Tristan,Gibson,195-225-2296,tristan.gibson@gmail.com,24 East Shadow Brook St.,Usti nad Orlici,east Bohemia,139012,10,61.9,8363,7131.821874,10057.39228,0
76978,18960.0,52061.6,,PRIJEM,VKLAD,N/C,N/B,1997,December,72,Female,Brooke,Shaw,189-545-5559,brooke.shaw@gmail.com,3 Sycamore St.,Litomerice,north Bohemia,114006,9,62.3,9065,7131.821874,10057.39228,1
455587,44640.0,38505.8,,VYDAJ,VYBER,N/C,N/B,1996,December,171,Male,Viktor,Spence,212-497-4808,viktor.spence@hotmail.com,536 Columbia St.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
138221,7500.0,44546.5,,VYDAJ,VYBER,N/C,N/B,1997,December,83,Male,Seth,Ortega,552-027-6884,seth.ortega@gmail.com,322 South Airport Drive,Rokycany,west Bohemia,45714,6,55.6,8843,7131.821874,10057.39228,0
860308,39143.0,81464.2,,PRIJEM,VKLAD,N/C,N/B,1993,December,358,Male,Dwayne,Hoover,413-513-8461,dwayne.hoover@gmail.com,8166 Plymouth Street,Trutnov,east Bohemia,121947,11,70.5,8541,7131.821874,10057.39228,1
63507,7000.0,29664.4,,VYDAJ,VYBER,N/C,N/B,1996,December,347,Female,Mary,Ford,508-683-6142,mary.ford@gmail.com,9 Depot St.,Rychnov nad Kneznou,east Bohemia,78955,9,59.0,9060,7131.821874,10057.39228,0
1266053,24800.0,26239.7,,VYDAJ,VYBER,N/C,N/B,1998,December,57,Male,Kelton,Lim,212-022-9301,kelton.lim@gmail.com,728 Wakehurst Ave.,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
24742,20670.0,55837.2,,VYBER,VYBER,N/C,N/B,1995,December,309,Male,Jaxon,Morgan,348-250-2252,jaxon.morgan@gmail.com,9079 Bald Hill Drive,Plzen - mesto,west Bohemia,170449,1,100.0,10787,7131.821874,10057.39228,1
997009,30955.0,118378.2,,PRIJEM,VKLAD,N/C,N/B,1997,December,338,Male,Denzel,Peck,325-721-2669,denzel.peck@hotmail.com,9 Edgewood Lane,Vyskov,south Moravia,86513,5,50.5,8288,7131.821874,10057.39228,1
145461,21600.0,57379.4,,VYDAJ,VYBER,N/C,N/B,1997,December,134,Female,Raegan,Day,631-022-6987,raegan.day@gmail.com,4 Ryan Ave.,Decin,north Bohemia,133777,11,84.7,8705,7131.821874,10057.39228,1
65924,14000.0,39397.7,,VYDAJ,VYBER,N/C,N/B,1996,December,64,Male,Weston,Washington,522-552-4466,weston.washington@outlook.com,7992 Gonzales Lane,Plzen - sever,west Bohemia,72541,8,36.9,8594,7131.821874,10057.39228,0
108620,4381.0,21943.3,13122338.0,VYDAJ,PREVOD NA UCET,SIPO,ST,1998,June,6,Female,Nova,Richards,315-552-3901,nova.richards@hotmail.com,81 Mill Dr.,Vsetin,north Moravia,148545,4,53.5,8909,7131.821874,10057.39228,0
55103,1800.0,42126.8,,VYDAJ,VYBER,N/C,N/B,1997,June,17,Male,Camden,Stevens,315-517-3965,camden.stevens@gmail.com,79 E. Cross St.,Vsetin,north Moravia,148545,4,53.5,8909,7131.821874,10057.39228,0
778116,21013.0,57982.4,,PRIJEM,VKLAD,N/C,N/B,1998,December,132,Male,Sage,Silver,212-913-1491,sage.silver@gmail.com,9220 Carpenter Drive,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
138480,14.6,59012.5,,VYDAJ,VYBER,SLUZBY,N/B,1996,December,366,Male,Andre,Wade,413-209-8227,andre.wade@outlook.com,912 Fifth Ave.,Trutnov,east Bohemia,121947,11,70.5,8541,7131.821874,10057.39228,0
9678,47768.0,89748.8,2569228.0,PRIJEM,PREVOD Z UCTU,N/C,EF,1998,December,345,Male,Oliver,Green,334-407-0626,oliver.green@gmail.com,50 Smith Store Ave.,Frydek - Mistek,north Moravia,228848,6,57.2,9893,7131.821874,10057.39228,1
183904,25804.0,62821.9,,PRIJEM,VKLAD,N/C,N/B,1995,December,318,Male,Zaiden,Fitzgerald,396-848-5191,zaiden.fitzgerald@outlook.com,459 Canal Dr.,Karvina,north Moravia,285387,7,89.9,10177,7131.821874,10057.39228,1
105056,73.0,12395.5,94047659.0,VYDAJ,PREVOD NA UCET, ,ST,1995,December,222,Male,Elliot,Harper,822-846-9860,elliot.harper@hotmail.com,7466 Holly St.,Benesov,central Bohemia,88884,5,46.7,8507,7131.821874,10057.39228,0
1153805,30664.5,55139.2,,PRIJEM,VKLAD,N/C,N/B,1998,December,342,Female,Jennifer,Salazar,914-424-2496,jennifer.salazar@gmail.com,12 North Saxon Lane,Sumperk,north Moravia,127369,7,51.2,8369,7131.821874,10057.39228,1
92094,900.0,45731.4,,VYDAJ,VYBER,N/C,N/B,1998,December,238,Male,Grant,Hoffman,365-081-2758,grant.hoffman@outlook.com,97 Walt Whitman Street,Usti nad Labem,north Bohemia,118650,3,85.6,9832,7131.821874,10057.39228,0
85360,18800.0,22338.1,,VYDAJ,VYBER,N/C,N/B,1997,December,261,Male,Miguel,Weaver,617-497-6254,miguel.weaver@gmail.com,44 Tailwater Rd.,Novy Jicin,north Moravia,161227,10,69.7,8678,7131.821874,10057.39228,1
1071909,24662.0,72012.6,,PRIJEM,VKLAD,N/C,N/B,1995,December,316,Male,Smith,Irwin,336-170-7189,smith.irwin@outlook.com,24 Indian Summer Circle,Bruntal,north Moravia,106054,6,63.1,8110,7131.821874,10057.39228,1
98301,4067.0,33708.2,40453487.0,VYDAJ,PREVOD NA UCET,SIPO,AB,1996,December,166,Male,Zayden,Carpenter,160-295-9647,zayden.carpenter@gmail.com,268 University Road,Uherske Hradiste,south Moravia,145688,5,40.7,8544,7131.821874,10057.39228,0
41003,4451.0,30555.0,,PRIJEM,VKLAD,N/C,N/B,1994,December,191,Male,Adam,Powell,617-771-2656,adam.braxten.powell@gmail.com,217 Iroquois St.,Znojmo,south Moravia,114200,4,43.7,8403,7131.821874,10057.39228,0
108767,269.0,23494.5,35746020.0,VYDAJ,PREVOD NA UCET,POJISTNE,UV,1998,December,103,Female,Nova,Richards,315-552-3901,nova.richards@hotmail.com,81 Mill Dr.,Vsetin,north Moravia,148545,4,53.5,8909,7131.821874,10057.39228,0
316193,40524.0,89318.2,1933414.0,PRIJEM,PREVOD Z UCTU,N/C,ST,1997,December,339,Female,Emilee,Mathis,865-737-9164,emilee.mathis@gmail.com,4 Halifax Street,Ostrava - mesto,north Moravia,323870,1,100.0,10673,7131.821874,10057.39228,1
715898,17500.0,33216.2,,VYDAJ,VYBER,N/C,N/B,1997,December,239,Male,Tylen,Oliver,629-559-1772,tylen.oliver@gmail.com,373 Evergreen Ave.,Brno - mesto,south Moravia,387570,1,100.0,9897,7131.821874,10057.39228,1
264943,21600.0,57063.4,,VYDAJ,VYBER,N/C,N/B,1997,December,303,Male,Trey,Skinner,212-302-2961,trey.skinner@outlook.com,986 Lookout Road,Hl.m. Praha,Prague,1204953,1,100.0,12541,7131.821874,10057.39228,1
114310,14.6,22212.8,,VYDAJ,VYBER,SLUZBY,N/B,1997,December,181,Male,Myles,Austin,516-194-9203,myles.austin43@hotmail.com,511 Academy Road,Kolin,central Bohemia,95616,6,51.4,9307,7131.821874,10057.39228,0
131095,7100.0,38273.6,,VYDAJ,VYBER,N/C,N/B,1998,December,136,Female,Delaney,Gilbert,590-134-9737,delaney.gilbert5@outlook.com,94 Arrowhead St.,Rokycany,west Bohemia,45714,6,55.6,8843,7131.821874,10057.39228,0
95125,3025.0,16618.6,65761726.0,VYDAJ,PREVOD NA UCET,SIPO,GH,1998,December,316,Male,Maverick,Hudson,858-376-0830,maverick.hudson229@gmail.com,770 Deerfield Street,Usti nad Orlici,east Bohemia,139012,10,61.9,8363,7131.821874,10057.39228,0
